,points,province,variety,price
54121,3,Central Otago,Pinot Noir,20
54122,2,Oregon,Pinot Noir,50
54123,2,Tuscany,Red Blend,20
54128,2,Alsace,Pinot Noir,18
54130,2,Tuscany,Red Blend,29
54132,4,California,Pinot Noir,50
54133,3,California,Cabernet Sauvignon,28
54137,3,California,Pinot Noir,44
54139,2,California,Cabernet Sauvignon,18
54144,3,California,Cabernet Sauvignon,48
54145,2,Marlborough,Pinot Noir,17
54147,3,California,Chardonnay,40
54148,1,California,Red Blend,11
54150,4,Washington,Chardonnay,36
54152,2,California,Cabernet Sauvignon,30
54153,4,California,Cabernet Sauvignon,55
54163,3,Südoststeiermark,Sauvignon Blanc,18
54164,2,Tuscany,Red Blend,26
54165,4,Oregon,Pinot Noir,70
54172,3,Oregon,Pinot Noir,50
54173,1,Casablanca Valley,Pinot Noir,20
54176,3,Washington,Cabernet Sauvignon,22
54178,4,Stellenbosch,Red Blend,45
54187,4,California,Cabernet Sauvignon,100
54189,4,California,Pinot Noir,50
54198,4,Burgundy,Chardonnay,67
54199,4,California,Pinot Noir,55
54200,4,California,Chardonnay,45
54201,2,Central Valley,Cabernet Sauvignon,9
54202,2,California,Sauvignon Blanc,19
54203,3,Mendoza Province,Cabernet Sauvignon,22
54204,3,Oregon,Pinot Noir,68
54206,4,Washington,Cabernet Sauvignon,33
54207,4,California,Cabernet Sauvignon,75
54208,2,Tuscany,Red Blend,24
54210,1,California,Pinot Noir,15
54214,2,Aconcagua Valley,Cabernet Sauvignon,14
54217,3,Washington,Cabernet Sauvignon,19
54222,2,Washington,Cabernet Sauvignon,30
54223,4,California,Pinot Noir,95
54226,3,Tuscany,Red Blend,35
54233,4,California,Pinot Noir,59
54235,3,California,Cabernet Sauvignon,26
54237,3,Champagne,Chardonnay,65
54240,2,California,Sauvignon Blanc,18
54242,3,Waipara Valley,Pinot Noir,23
54248,2,Piedmont,Red Blend,13
54250,2,Washington,Red Blend,20
54252,3,Washington,Red Blend,25
54256,4,California,Pinot Noir,100
54257,3,California,Pinot Noir,39
54258,2,Languedoc-Roussillon,Sauvignon Blanc,12
54262,3,Levante,Red Blend,110
54263,3,Tuscany,Red Blend,22
54264,3,Washington,Red Blend,15
54265,5,Burgundy,Chardonnay,260
54266,2,Oregon,Pinot Noir,38
54267,3,Oregon,Pinot Noir,42
54270,3,Maipo Valley,Cabernet Sauvignon,30
54277,3,California,Pinot Noir,25
54278,3,Colchagua Valley,Cabernet Sauvignon,20
54279,3,California,Cabernet Sauvignon,45
54280,2,California,Cabernet Sauvignon,36
54281,4,Colchagua Valley,Cabernet Sauvignon,44
54290,4,California,Chardonnay,38
54293,2,California,Chardonnay,9
54295,3,Washington,Red Blend,15
54296,3,Oregon,Pinot Noir,42
54299,3,Loire Valley,Sauvignon Blanc,26
54308,2,Loire Valley,Pinot Noir,25
54312,2,Washington,Cabernet Sauvignon,20
54321,4,Burgundy,Chardonnay,49
54324,4,Burgundy,Chardonnay,110
54326,2,South Australia,Pinot Noir,24
54328,2,Western Australia,Cabernet Sauvignon,18
54330,3,Burgundy,Chardonnay,70
54332,3,Burgundy,Pinot Noir,68
54336,2,California,Red Blend,32
54338,3,California,Pinot Noir,55
54339,3,Tuscany,Red Blend,25
54344,3,California,Cabernet Sauvignon,75
54345,2,Southwest France,Sauvignon Blanc,9
54347,4,California,Pinot Noir,42
54348,4,Tuscany,Red Blend,58
54349,2,South Australia,Red Blend,13
54355,3,Washington,Chardonnay,22
54357,2,California,Sauvignon Blanc,9
54358,3,Levante,Red Blend,25
54359,2,Washington,Red Blend,23
54360,1,New York,Cabernet Sauvignon,19
54363,3,Burgundy,Chardonnay,55
54366,2,California,Pinot Noir,15
54370,2,New York,Chardonnay,14
54377,1,California,Pinot Noir,50
54378,2,California,Pinot Noir,32
54379,2,California,Pinot Noir,44
54380,3,Burgundy,Pinot Noir,153
54389,2,Burgundy,Chardonnay,21
54391,3,Central Otago,Pinot Noir,60
54393,1,California,Red Blend,45
54394,3,California,Pinot Noir,39
54395,4,California,Red Blend,50
54396,2,Central Italy,Red Blend,16
54397,3,Oregon,Pinot Noir,40
54398,2,California,Chardonnay,17
54401,3,Tuscany,Red Blend,50
54402,2,California,Sauvignon Blanc,12
54407,3,Burgenland,Sauvignon Blanc,27
54413,4,Washington,Cabernet Sauvignon,60
54414,1,Loire Valley,Red Blend,13
54418,2,Victoria,Cabernet Sauvignon,17
54426,2,California,Chardonnay,11
54427,3,Maipo Valley,Red Blend,99
54428,2,Tuscany,Red Blend,18
54429,4,California,Pinot Noir,50
54443,3,California,Pinot Noir,21
54444,2,California,Pinot Noir,23
54445,4,Oregon,Pinot Noir,63
54446,3,California,Cabernet Sauvignon,60
54449,2,Villány,Cabernet Sauvignon,25
54451,3,Tuscany,Red Blend,30
54456,4,California,Sauvignon Blanc,25
54459,2,Hemel en Aarde,Sauvignon Blanc,15
54460,2,Marlborough,Pinot Noir,15
54461,3,Oregon,Pinot Noir,45
54462,2,California,Sauvignon Blanc,35
54465,2,Catalonia,Red Blend,16
54468,2,Central Valley,Cabernet Sauvignon,10
54470,2,Northeastern Italy,Chardonnay,9
54472,2,California,Sauvignon Blanc,15
54473,3,California,Cabernet Sauvignon,40
54474,2,Veneto,Red Blend,40
54477,5,California,Cabernet Sauvignon,150
54481,3,Tuscany,Red Blend,50
54483,3,Colchagua Valley,Red Blend,29
54484,2,South Australia,Cabernet Sauvignon,65
54485,3,Goriska Brda,Cabernet Sauvignon,27
54487,2,Central Valley,Cabernet Sauvignon,10
54488,4,California,Chardonnay,40
54493,3,Sicily & Sardinia,Red Blend,20
54494,3,Oregon,Pinot Noir,58
54498,3,California,Red Blend,58
54499,3,Central Italy,Red Blend,16
54501,3,California,Chardonnay,40
54502,3,Oregon,Pinot Noir,80
54506,2,Tuscany,Red Blend,40
54511,2,California,Chardonnay,11
54513,4,Languedoc-Roussillon,Red Blend,350
54515,3,California,Chardonnay,39
54516,3,Veneto,Red Blend,54
54517,3,California,Chardonnay,18
54518,2,California,Sauvignon Blanc,20
54519,2,Northern Spain,Red Blend,28
54525,3,Washington,Red Blend,10
54527,3,California,Cabernet Sauvignon,25
54528,3,Burgundy,Chardonnay,50
54530,4,Tuscany,Red Blend,57
54532,3,California,Pinot Noir,44
54533,2,California,Cabernet Sauvignon,50
54536,3,Tuscany,Red Blend,60
54541,5,Catalonia,Red Blend,440
54545,2,California,Pinot Noir,31
54546,3,Burgundy,Chardonnay,34
54547,1,Languedoc-Roussillon,Red Blend,9
54554,3,Northern Spain,Red Blend,22
54556,3,California,Pinot Noir,58
54559,2,California,Chardonnay,14
54564,3,California,Chardonnay,40
54566,3,Loire Valley,Sauvignon Blanc,25
54568,2,California,Pinot Noir,36
54573,2,California,Cabernet Sauvignon,55
54576,2,California,Pinot Noir,38
54577,4,California,Red Blend,40
54578,2,Galilee,Red Blend,23
54580,2,South Australia,Sauvignon Blanc,20
54581,3,Tuscany,Cabernet Sauvignon,15
54583,3,California,Cabernet Sauvignon,48
54590,2,California,Chardonnay,28
54594,4,California,Pinot Noir,34
54595,4,Oregon,Pinot Noir,48
54596,2,California,Chardonnay,15
54598,1,Eger,Red Blend,28
54601,3,Washington,Cabernet Sauvignon,60
54602,2,California,Pinot Noir,9
54603,2,Southern Italy,Red Blend,14
54604,2,California,Pinot Noir,15
54606,4,California,Cabernet Sauvignon,75
54607,4,Burgundy,Chardonnay,69
54608,3,Catalonia,Red Blend,130
54609,3,California,Sauvignon Blanc,14
54612,3,California,Pinot Noir,75
54614,1,Mendoza Province,Sauvignon Blanc,15
54620,4,California,Chardonnay,50
54622,4,California,Cabernet Sauvignon,45
54623,1,California,Chardonnay,15
54624,2,Marlborough,Pinot Noir,19
54626,3,Galilee,Red Blend,60
54631,2,California,Cabernet Sauvignon,23
54635,4,California,Cabernet Sauvignon,120
54642,4,California,Pinot Noir,54
54644,4,Burgundy,Chardonnay,95
54645,4,California,Cabernet Sauvignon,70
54649,2,Loire Valley,Sauvignon Blanc,35
54650,5,California,Pinot Noir,70
54651,2,Tuscany,Red Blend,17
54652,1,Nelson,Chardonnay,12
54659,2,Burgundy,Red Blend,25
54664,2,California,Red Blend,70
54665,4,Washington,Cabernet Sauvignon,32
54666,2,Galilee,Chardonnay,15
54667,2,California,Chardonnay,22
54668,4,Oregon,Pinot Noir,50
54669,2,Piedmont,Red Blend,26
54673,3,California,Chardonnay,27
54677,3,California,Pinot Noir,30
54685,2,Judean Hills,Cabernet Sauvignon,35
54687,3,California,Chardonnay,20
54688,1,California,Chardonnay,13
54690,3,California,Pinot Noir,32
54694,3,Washington,Red Blend,40
54698,3,Colchagua Valley,Red Blend,20
54700,3,California,Chardonnay,38
54702,2,Maipo Valley,Cabernet Sauvignon,14
54704,2,Casablanca Valley,Chardonnay,7
54705,3,Washington,Red Blend,21
54708,3,South Australia,Pinot Noir,48
54718,3,California,Cabernet Sauvignon,32
54719,3,Oregon,Pinot Noir,24
54720,3,California,Chardonnay,42
54722,3,Sicily & Sardinia,Red Blend,30
54724,2,New York,Chardonnay,13
54727,2,California,Pinot Noir,18
54728,1,Languedoc-Roussillon,Pinot Noir,12
54729,1,Loire Valley,Sauvignon Blanc,32
54735,2,California,Pinot Noir,42
54740,3,California,Cabernet Sauvignon,48
54744,3,California,Cabernet Sauvignon,55
54753,2,California,Cabernet Sauvignon,28
54754,1,California,Chardonnay,20
54757,4,Burgundy,Chardonnay,86
54763,2,Macedonia,Red Blend,25
54773,2,California,Sauvignon Blanc,24
54776,2,California,Chardonnay,73
54777,3,California,Pinot Noir,38
54782,3,Cachapoal Valley,Red Blend,17
54785,3,Spanish Islands,Red Blend,53
54788,2,Burgundy,Pinot Noir,47
54790,2,Tuscany,Red Blend,16
54793,3,Marlborough,Sauvignon Blanc,14
54798,2,Hawke's Bay,Sauvignon Blanc,16
54799,2,Leyda Valley,Pinot Noir,32
54800,2,Burgenland,Red Blend,24
54811,3,Other,Pinot Noir,150
54813,2,Marlborough,Pinot Noir,20
54814,2,California,Cabernet Sauvignon,22
54819,3,Oregon,Pinot Noir,50
54821,3,California,Chardonnay,40
54822,1,California,Sauvignon Blanc,20
54824,3,New York,Cabernet Sauvignon,25
54830,3,Marlborough,Pinot Noir,25
54831,3,Oregon,Pinot Noir,52
54838,4,Loire Valley,Sauvignon Blanc,61
54839,3,California,Chardonnay,30
54843,2,California,Pinot Noir,38
54846,4,Burgundy,Pinot Noir,100
54848,2,Washington,Cabernet Sauvignon,16
54852,2,California,Chardonnay,10
54853,3,California,Red Blend,48
54862,2,Washington,Chardonnay,15
54864,3,Tuscany,Red Blend,14
54868,3,Washington,Cabernet Sauvignon,29
54872,2,Maipo Valley,Cabernet Sauvignon,10
54875,4,Kumeu,Chardonnay,46
54876,4,Sicily & Sardinia,Red Blend,65
54879,1,Catalonia,Red Blend,19
54880,3,Casablanca Valley,Pinot Noir,20
54881,3,California,Cabernet Sauvignon,48
54885,2,Marlborough,Sauvignon Blanc,16
54886,3,California,Chardonnay,38
54887,1,Catalonia,Pinot Noir,46
54890,4,Western Australia,Cabernet Sauvignon,45
54893,1,California,Cabernet Sauvignon,24
54894,4,California,Pinot Noir,78
54903,3,Champagne,Chardonnay,50
54906,1,California,Chardonnay,20
54908,3,Washington,Chardonnay,50
54910,1,California,Cabernet Sauvignon,12
54912,3,Sicily & Sardinia,Chardonnay,40
54913,3,Marlborough,Sauvignon Blanc,25
54914,2,Washington,Chardonnay,13
54915,2,Maule Valley,Chardonnay,15
54917,3,California,Sauvignon Blanc,26
54918,2,Central Valley,Red Blend,50
54921,2,Cachapoal Valley,Chardonnay,10
54927,2,California,Chardonnay,30
54929,3,Colchagua Valley,Cabernet Sauvignon,20
54931,4,Tuscany,Red Blend,52
54934,1,New York,Chardonnay,14
54936,4,Tuscany,Red Blend,81
54938,4,Tuscany,Red Blend,70
54941,2,Casablanca Valley,Sauvignon Blanc,11
54943,4,California,Pinot Noir,56
54945,2,California,Pinot Noir,45
54947,1,Mendoza Province,Chardonnay,12
54948,3,Lombardy,Chardonnay,61
54950,2,California,Chardonnay,18
54951,4,Champagne,Pinot Noir,37
54957,2,California,Pinot Noir,55
54958,2,Washington,Chardonnay,10
54960,1,California,Chardonnay,13
54961,4,Burgundy,Pinot Noir,78
54963,4,California,Cabernet Sauvignon,45
54965,4,Oregon,Pinot Noir,65
54968,4,California,Pinot Noir,60
54971,2,California,Cabernet Sauvignon,29
54974,2,Washington,Cabernet Sauvignon,60
54976,2,California,Cabernet Sauvignon,50
54980,4,California,Chardonnay,35
54981,2,California,Cabernet Sauvignon,75
54983,3,Waipara Valley,Pinot Noir,43
54984,2,Burgundy,Pinot Noir,44
54994,3,California,Cabernet Sauvignon,95
54998,3,Oregon,Pinot Noir,40
55005,2,Mendoza Province,Cabernet Sauvignon,15
55006,1,California,Cabernet Sauvignon,20
55007,3,Loire Valley,Sauvignon Blanc,22
55008,2,California,Chardonnay,19
55010,3,California,Sauvignon Blanc,16
55015,2,New York,Red Blend,25
55024,2,California,Chardonnay,38
55037,1,Mendoza Province,Chardonnay,8
55040,2,California,Chardonnay,9
55042,2,California,Sauvignon Blanc,13
55046,3,Leyda Valley,Sauvignon Blanc,14
55047,3,Oregon,Pinot Noir,32
55049,1,California,Pinot Noir,39
55050,3,Texas,Chardonnay,18
55051,2,California,Cabernet Sauvignon,65
55052,3,New York,Chardonnay,14
55056,2,California,Sauvignon Blanc,18
55058,4,California,Pinot Noir,48
55059,1,Mendoza Province,Red Blend,7
55060,3,Oregon,Pinot Noir,45
55061,4,California,Pinot Noir,80
55065,4,Washington,Cabernet Sauvignon,28
55067,4,Burgundy,Chardonnay,110
55071,3,California,Pinot Noir,60
55072,3,Veneto,Red Blend,34
55073,3,California,Cabernet Sauvignon,100
55081,2,Baden,Pinot Noir,50
55084,2,Mendoza Province,Chardonnay,9
55085,2,Washington,Chardonnay,17
55086,2,Marlborough,Pinot Noir,15
55087,2,California,Cabernet Sauvignon,12
55090,2,California,Sauvignon Blanc,16
55093,3,California,Sauvignon Blanc,25
55095,2,Tuscany,Red Blend,23
55099,1,California,Cabernet Sauvignon,35
55101,2,Limarí Valley,Chardonnay,14
55103,3,California,Chardonnay,35
55104,3,California,Sauvignon Blanc,18
55107,3,California,Chardonnay,20
55113,4,Sicily & Sardinia,Red Blend,40
55115,2,Mendoza Province,Chardonnay,9
55127,3,Burgundy,Pinot Noir,65
55128,3,Washington,Cabernet Sauvignon,35
55130,2,Drama,Red Blend,27
55133,1,Oregon,Pinot Noir,45
55139,2,Sicily & Sardinia,Red Blend,24
55141,4,California,Cabernet Sauvignon,40
55142,4,Washington,Cabernet Sauvignon,28
55143,4,California,Pinot Noir,80
55144,2,California,Cabernet Sauvignon,29
55146,3,Marlborough,Pinot Noir,29
55147,3,California,Sauvignon Blanc,13
55149,2,Robertson,Cabernet Sauvignon,18
55151,3,California,Red Blend,32
55154,2,California,Sauvignon Blanc,23
55156,3,Washington,Cabernet Sauvignon,40
55159,3,Tuscany,Red Blend,14
55162,3,California,Pinot Noir,42
55164,2,Catalonia,Red Blend,24
55172,3,California,Chardonnay,28
55173,2,California,Chardonnay,18
55174,2,Tuscany,Red Blend,25
55175,3,Burgundy,Chardonnay,74
55179,3,Washington,Cabernet Sauvignon,24
55181,3,Tuscany,Cabernet Sauvignon,50
55182,3,Sicily & Sardinia,Red Blend,27
55183,4,New York,Pinot Noir,30
55184,3,Burgundy,Chardonnay,40
55192,2,California,Pinot Noir,55
55193,2,Southern Italy,Red Blend,9
55194,2,California,Chardonnay,15
55196,2,Marlborough,Sauvignon Blanc,12
55199,2,Maipo Valley,Cabernet Sauvignon,39
55201,2,Virginia,Cabernet Sauvignon,32
55204,2,New York,Chardonnay,13
55207,2,California,Cabernet Sauvignon,34
55208,2,California,Chardonnay,45
55210,2,Central Valley,Sauvignon Blanc,12
55213,2,California,Pinot Noir,55
55217,2,California,Pinot Noir,19
55218,3,Victoria,Pinot Noir,95
55220,2,Washington,Red Blend,10
55221,2,Dealu Mare,Red Blend,10
55222,4,Northeastern Italy,Chardonnay,90
55223,3,Tuscany,Red Blend,40
55228,2,South Australia,Chardonnay,8
55237,4,California,Pinot Noir,45
55239,3,California,Cabernet Sauvignon,35
55245,2,California,Cabernet Sauvignon,18
55250,2,South Australia,Cabernet Sauvignon,17
55251,2,Washington,Red Blend,18
55253,2,California,Pinot Noir,16
55254,1,New York,Chardonnay,13
55256,3,Sicily & Sardinia,Red Blend,13
55260,3,California,Cabernet Sauvignon,44
55264,2,Galilee,Sauvignon Blanc,15
55266,2,Western Australia,Chardonnay,28
55267,4,Veneto,Red Blend,64
55270,2,Burgundy,Chardonnay,23
55272,3,Washington,Chardonnay,28
55275,2,Waipara,Chardonnay,29
55276,2,Loire Valley,Sauvignon Blanc,28
55277,3,Burgundy,Pinot Noir,50
55282,2,California,Cabernet Sauvignon,19
55284,2,California,Pinot Noir,29
55286,2,Marlborough,Pinot Noir,15
55297,2,Bío Bío Valley,Pinot Noir,20
55302,3,California,Chardonnay,24
55303,2,New York,Sauvignon Blanc,19
55305,2,California,Cabernet Sauvignon,18
55309,4,California,Pinot Noir,50
55314,3,Australia Other,Chardonnay,10
55316,1,Maipo Valley,Cabernet Sauvignon,15
55317,3,California,Pinot Noir,15
55319,3,Colchagua Valley,Cabernet Sauvignon,15
55320,3,California,Pinot Noir,30
55322,3,California,Cabernet Sauvignon,25
55325,2,Washington,Cabernet Sauvignon,34
55327,4,Tuscany,Red Blend,60
55331,1,San Jose,Red Blend,19
55332,1,Chile,Cabernet Sauvignon,8
55345,3,Casablanca Valley,Pinot Noir,20
55348,3,Martinborough,Pinot Noir,40
55352,3,California,Sauvignon Blanc,28
55354,3,California,Pinot Noir,18
55358,4,Loire Valley,Sauvignon Blanc,43
55360,2,California,Chardonnay,45
55367,3,California,Pinot Noir,40
55368,1,Colchagua Valley,Cabernet Sauvignon,10
55375,1,California,Pinot Noir,22
55377,4,California,Pinot Noir,46
55379,3,Washington,Red Blend,20
55384,3,Levante,Cabernet Sauvignon,13
55391,2,California,Red Blend,165
55392,2,Bío Bío Valley,Pinot Noir,15
55399,4,Washington,Red Blend,32
55400,4,California,Cabernet Sauvignon,70
55402,4,Oregon,Pinot Noir,63
55405,2,Sicily & Sardinia,Chardonnay,29
55406,3,Burgundy,Pinot Noir,261
55412,2,California,Cabernet Sauvignon,20
55414,2,Central Valley,Cabernet Sauvignon,10
55415,2,South Australia,Cabernet Sauvignon,19
55416,4,California,Pinot Noir,55
55417,2,California,Pinot Noir,18
55419,2,Oregon,Pinot Noir,58
55421,4,California,Cabernet Sauvignon,75
55425,3,New York,Chardonnay,13
55426,3,California,Cabernet Sauvignon,40
55429,2,California,Red Blend,10
55432,3,California,Cabernet Sauvignon,55
55440,4,Washington,Red Blend,50
55441,3,Stellenbosch,Chardonnay,38
55444,4,Burgundy,Chardonnay,84
55445,3,Oregon,Pinot Noir,50
55446,3,California,Cabernet Sauvignon,50
55447,3,Tuscany,Red Blend,30
55449,3,California,Cabernet Sauvignon,45
55451,3,California,Chardonnay,30
55452,2,California,Red Blend,25
55454,4,Tuscany,Red Blend,45
55456,4,California,Cabernet Sauvignon,85
55458,2,California,Cabernet Sauvignon,22
55467,2,Northern Spain,Red Blend,40
55468,3,South Australia,Cabernet Sauvignon,100
55473,2,New York,Cabernet Sauvignon,25
55475,2,California,Sauvignon Blanc,11
55478,2,California,Sauvignon Blanc,13
55481,4,California,Chardonnay,40
55484,2,California,Sauvignon Blanc,12
55487,1,California,Cabernet Sauvignon,10
55489,2,Casablanca Valley,Pinot Noir,11
55491,4,Colchagua Valley,Red Blend,92
55492,2,Elqui Valley,Sauvignon Blanc,13
55493,4,Oregon,Pinot Noir,65
55495,3,Western Cape,Red Blend,20
55497,2,Martinborough,Pinot Noir,25
55502,3,Tuscany,Red Blend,21
55505,3,California,Pinot Noir,32
55507,3,Burgundy,Pinot Noir,59
55508,4,California,Chardonnay,45
55510,3,South Australia,Cabernet Sauvignon,14
55511,4,California,Cabernet Sauvignon,80
55517,2,Languedoc-Roussillon,Pinot Noir,13
55518,2,California,Cabernet Sauvignon,35
55521,4,California,Pinot Noir,60
55523,2,Sicily & Sardinia,Chardonnay,13
55529,3,Franschhoek,Red Blend,35
55532,2,California,Chardonnay,16
55534,2,Loire Valley,Sauvignon Blanc,20
55535,2,Central Valley,Sauvignon Blanc,22
55536,4,California,Cabernet Sauvignon,65
55540,4,California,Pinot Noir,56
55542,4,California,Sauvignon Blanc,34
55545,2,California,Cabernet Sauvignon,30
55553,3,California,Pinot Noir,40
55557,5,California,Pinot Noir,85
55558,2,California,Pinot Noir,29
55560,3,Burgundy,Pinot Noir,51
55561,2,California,Cabernet Sauvignon,45
55562,2,California,Cabernet Sauvignon,45
55563,3,Washington,Red Blend,48
55565,2,Mendoza Province,Cabernet Sauvignon,11
55568,2,Oregon,Chardonnay,15
55569,3,Oregon,Pinot Noir,22
55573,4,Oregon,Pinot Noir,40
55583,3,California,Red Blend,55
55599,2,California,Pinot Noir,28
55600,4,Burgundy,Chardonnay,72
55601,2,Maipo Valley,Cabernet Sauvignon,20
55605,3,California,Chardonnay,20
55606,2,Central Otago,Pinot Noir,22
55608,2,California,Cabernet Sauvignon,36
55610,2,Lolol Valley,Pinot Noir,22
55625,4,Tuscany,Red Blend,140
55628,4,California,Pinot Noir,52
55634,3,California,Pinot Noir,49
55644,4,California,Pinot Noir,29
55645,4,Burgundy,Pinot Noir,150
55649,1,California,Cabernet Sauvignon,20
55651,3,Washington,Red Blend,28
55654,3,Oregon,Pinot Noir,30
55658,4,California,Cabernet Sauvignon,70
55660,4,Burgundy,Chardonnay,40
55662,3,California,Pinot Noir,48
55668,3,California,Cabernet Sauvignon,66
55670,4,Niederösterreich,Pinot Noir,27
55671,3,California,Chardonnay,15
55676,4,California,Cabernet Sauvignon,55
55680,4,Oregon,Pinot Noir,29
55683,3,Oregon,Chardonnay,15
55685,4,California,Cabernet Sauvignon,50
55689,2,Washington,Cabernet Sauvignon,14
55690,4,California,Sauvignon Blanc,18
55691,1,Washington,Red Blend,15
55692,2,Oregon,Chardonnay,20
55693,3,Martinborough,Sauvignon Blanc,20
55694,3,Marlborough,Pinot Noir,29
55696,3,Martinborough,Pinot Noir,55
55700,3,Galilee,Red Blend,150
55701,3,Tuscany,Red Blend,26
55703,3,California,Pinot Noir,48
55706,2,California,Cabernet Sauvignon,19
55708,2,California,Pinot Noir,60
55709,4,California,Chardonnay,70
55710,1,California,Chardonnay,8
55715,3,Casablanca Valley,Chardonnay,9
55718,3,California,Cabernet Sauvignon,65
55719,3,California,Chardonnay,45
55721,2,Oregon,Pinot Noir,22
55728,4,Oregon,Pinot Noir,38
55729,2,Tikves,Red Blend,12
55731,2,Oregon,Red Blend,15
55737,5,Champagne,Chardonnay,180
55738,1,Maipo Valley,Sauvignon Blanc,12
55739,3,Stellenbosch,Sauvignon Blanc,14
55741,2,San Antonio,Sauvignon Blanc,20
55743,3,Oregon,Pinot Noir,45
55745,3,California,Pinot Noir,55
55751,3,Marlborough,Pinot Noir,18
55754,2,Washington,Cabernet Sauvignon,15
55758,2,California,Sauvignon Blanc,20
55763,2,Bordeaux,Sauvignon Blanc,12
55767,3,Burgundy,Chardonnay,67
55769,3,California,Red Blend,20
55772,3,California,Sauvignon Blanc,15
55776,2,California,Pinot Noir,32
55777,4,California,Pinot Noir,80
55780,2,California,Red Blend,60
55785,1,Burgundy,Chardonnay,23
55787,2,California,Chardonnay,38
55788,2,Levante,Red Blend,25
55789,4,Maipo Valley,Cabernet Sauvignon,60
55790,1,Other,Chardonnay,8
55792,4,California,Cabernet Sauvignon,70
55793,2,Marlborough,Sauvignon Blanc,21
55795,3,California,Chardonnay,30
55798,1,Maipo Valley,Cabernet Sauvignon,15
55800,2,Alentejano,Red Blend,12
55806,2,California,Chardonnay,15
55808,4,California,Chardonnay,45
55810,4,Washington,Cabernet Sauvignon,48
55811,2,California,Pinot Noir,28
55812,3,California,Cabernet Sauvignon,20
55815,3,California,Chardonnay,30
55816,2,California,Cabernet Sauvignon,30
55822,3,California,Cabernet Sauvignon,58
55823,2,California,Chardonnay,22
55824,2,Burgundy,Chardonnay,17
55827,1,Pennsylvania,Red Blend,25
55828,3,California,Cabernet Sauvignon,38
55830,4,Pirque,Cabernet Sauvignon,50
55831,2,Casablanca Valley,Chardonnay,13
55836,3,California,Cabernet Sauvignon,48
55845,2,California,Cabernet Sauvignon,15
55846,2,Colchagua Valley,Cabernet Sauvignon,10
55848,3,New York,Pinot Noir,30
55849,3,Sicily & Sardinia,Red Blend,35
55854,3,California,Pinot Noir,59
55855,3,South Australia,Sauvignon Blanc,21
55856,3,California,Pinot Noir,55
55857,2,Veneto,Red Blend,12
55859,1,Mendoza Province,Cabernet Sauvignon,9
55861,4,Tuscany,Red Blend,33
55863,3,Catalonia,Red Blend,20
55864,3,California,Pinot Noir,55
55866,2,California,Cabernet Sauvignon,25
55867,3,Sicily & Sardinia,Red Blend,50
55868,3,California,Cabernet Sauvignon,40
55872,3,California,Pinot Noir,42
55873,2,California,Cabernet Sauvignon,20
55874,4,Tuscany,Red Blend,35
55876,1,Coastal Region,Chardonnay,11
55879,3,Oregon,Pinot Noir,28
55880,2,Casablanca Valley,Chardonnay,25
55883,2,Burgundy,Chardonnay,23
55884,3,California,Cabernet Sauvignon,33
55887,3,Oregon,Pinot Noir,38
55891,3,California,Red Blend,25
55896,4,Washington,Cabernet Sauvignon,40
55897,3,California,Cabernet Sauvignon,50
55902,2,Central Italy,Sauvignon Blanc,14
55905,2,Australia Other,Chardonnay,8
55906,2,Washington,Cabernet Sauvignon,12
55907,3,Burgundy,Chardonnay,31
55909,2,California,Chardonnay,18
55911,3,California,Chardonnay,30
55921,4,California,Pinot Noir,44
55924,3,Martinborough,Pinot Noir,30
55926,2,Maipo Valley,Cabernet Sauvignon,12
55938,4,California,Pinot Noir,45
55939,2,California,Chardonnay,45
55943,2,California,Red Blend,25
55944,3,California,Cabernet Sauvignon,40
55947,2,Washington,Red Blend,16
55948,3,Northern Spain,Red Blend,20
55949,3,Tuscany,Red Blend,32
55957,2,California,Red Blend,32
55958,2,California,Pinot Noir,32
55960,3,Western Cape,Red Blend,30
55961,4,California,Pinot Noir,40
55962,3,Languedoc-Roussillon,Red Blend,24
55964,3,Washington,Red Blend,19
55965,2,Washington,Cabernet Sauvignon,45
55967,2,Colchagua Valley,Cabernet Sauvignon,31
55970,3,Aconcagua Valley,Cabernet Sauvignon,20
55971,2,Marlborough,Sauvignon Blanc,19
55972,2,Wairarapa,Sauvignon Blanc,18
55973,3,Martinborough,Sauvignon Blanc,15
55974,2,California,Cabernet Sauvignon,15
55985,2,California,Cabernet Sauvignon,16
55986,3,California,Sauvignon Blanc,10
55991,2,Central Italy,Red Blend,14
55992,2,California,Red Blend,18
55994,4,California,Cabernet Sauvignon,35
55997,3,Oregon,Pinot Noir,52
55999,3,California,Chardonnay,15
56003,1,Mendoza Province,Cabernet Sauvignon,11
56006,2,Washington,Red Blend,22
56009,3,California,Chardonnay,30
56018,1,California,Cabernet Sauvignon,30
56023,2,Limarí Valley,Chardonnay,20
56024,2,California,Pinot Noir,48
56026,3,Martinborough,Pinot Noir,30
56028,1,California,Cabernet Sauvignon,15
56029,2,California,Sauvignon Blanc,16
56030,3,Other,Chardonnay,14
56033,4,California,Cabernet Sauvignon,60
56034,4,California,Cabernet Sauvignon,135
56035,4,Burgundy,Pinot Noir,226
56038,3,Washington,Red Blend,24
56040,4,California,Cabernet Sauvignon,35
56041,3,California,Chardonnay,36
56046,2,Western Australia,Chardonnay,10
56052,2,Provence,Red Blend,30
56054,4,California,Pinot Noir,60
56055,2,California,Pinot Noir,50
