,points,province,variety,price
76289,3,California,Syrah,28.0
76290,2,California,Petite Sirah,35.0
76291,2,Washington,Malbec,32.0
76292,2,Australia Other,Pinot Grigio,8.0
76293,4,Alsace,Pinot Gris,46.0
76294,1,Mendoza Province,Chardonnay,16.0
76295,2,Moldova,Cabernet Sauvignon,16.0
76296,2,California,Black Muscat,24.0
76297,4,California,Cabernet Sauvignon,100.0
76298,2,Aconcagua Valley,Merlot,12.0
76299,3,Mosel-Saar-Ruwer,Riesling,29.0
76300,2,New York,Riesling,16.0
76301,2,Tejo,Portuguese White,13.0
76302,2,Bordeaux,Bordeaux-style Red Blend,17.0
76303,3,Provence,Rosé,23.0
76304,1,Other,Torrontés,14.0
76305,3,Provence,Rosé,15.0
76306,2,Alentejano,Portuguese White,10.0
76307,2,Central Spain,Tempranillo,10.0
76308,4,Northern Spain,Red Blend,42.0
76309,2,Mendoza Province,Sauvignon Blanc,16.0
76310,3,California,Pinot Noir,45.0
76313,2,New York,Riesling,13.0
76314,2,California,Cabernet Sauvignon,22.0
76315,3,California,Chardonnay,25.0
76316,4,Port,Port,320.0
76317,5,Champagne,Champagne Blend,260.0
76318,3,California,Bordeaux-style Red Blend,36.0
76319,3,Washington,Sangiovese,19.0
76320,2,Maipo Valley,Syrah,11.0
76321,3,Western Australia,Shiraz,18.0
76322,2,California,Pinot Noir,28.0
76323,1,Tuscany,Sangiovese,26.0
76324,4,Alsace,Riesling,25.0
76325,3,Northern Spain,Tempranillo,22.0
76326,3,South Australia,Chardonnay,29.0
76327,3,Sicily & Sardinia,Grillo,22.0
76328,2,California,Cabernet Sauvignon,50.0
76330,2,California,Rhône-style White Blend,23.0
76331,3,Bordeaux,Bordeaux-style White Blend,45.0
76332,4,California,Cabernet Franc,32.0
76333,2,California,Pinot Noir,45.0
76334,3,Oregon,Pinot Noir,36.0
76335,4,California,Merlot,40.0
76336,3,Burgundy,Pinot Noir,42.0
76337,2,California,Cabernet Sauvignon,8.0
76338,3,Galicia,Albariño,14.0
76339,2,Rapel Valley,Cabernet Sauvignon,13.0
76340,2,California,Petite Sirah,25.0
76342,2,Elgin,Sauvignon Blanc,18.0
76343,5,Washington,Syrah,120.0
76345,2,California,Riesling,21.0
76346,3,California,Sauvignon Blanc,11.0
76347,3,California,Merlot,40.0
76349,3,California,Cabernet Sauvignon,90.0
76350,2,Casablanca Valley,Pinot Noir,10.0
76351,2,Alentejano,Portuguese Red,12.0
76352,3,Southern Italy,Red Blend,30.0
76353,3,Niederösterreich,Zweigelt,18.0
76354,4,California,Pinot Noir,50.0
76356,2,Mendoza Province,Cabernet Sauvignon,14.0
76357,4,California,Zinfandel,26.0
76358,3,Oregon,Pinot Noir,50.0
76359,2,California,Merlot,18.0
76360,2,California,Zinfandel,35.0
76363,2,Catalonia,Sparkling Blend,13.0
76364,3,Languedoc-Roussillon,Rhône-style Red Blend,42.0
76365,3,Washington,Bordeaux-style Red Blend,25.0
76366,2,Mendoza Province,Malbec,14.0
76367,1,New York,Merlot,25.0
76368,3,Washington,Malbec,28.0
76369,1,California,Zinfandel,10.0
76370,2,South Australia,Sauvignon Blanc,14.0
76371,2,Alentejano,Portuguese Red,14.0
76372,2,California,Cabernet Sauvignon,26.0
76373,2,Marlborough,Pinot Noir,20.0
76374,3,Niederösterreich,Roter Veltliner,21.0
76375,2,California,Pinot Noir,25.0
76376,4,Catalonia,Red Blend,90.0
76377,2,California,Pinot Noir,65.0
76378,4,California,Chardonnay,50.0
76379,2,California,Chardonnay,25.0
76380,2,Piedmont,Cortese,14.0
76381,3,California,Cabernet Sauvignon,30.0
76383,3,Oregon,Pinot Noir,38.0
76384,2,Tuscany,Red Blend,54.0
76387,3,Washington,Chardonnay,10.0
76388,2,Casablanca Valley,Chardonnay,15.0
76389,3,Piedmont,Barbera,35.0
76390,1,Mendoza Province,Tempranillo,12.0
76392,3,Tuscany,Sangiovese,32.0
76393,3,Dão,Portuguese Red,10.0
76394,2,Oregon,Pinot Noir,50.0
76395,2,California,Zinfandel,29.0
76396,3,Rhône Valley,Viognier,43.0
76397,3,Burgundy,Pinot Noir,40.0
76398,2,California,Zinfandel,12.0
76399,3,Istria,Malvasia,20.0
76400,2,Washington,Riesling,13.0
76401,2,California,Sauvignon Blanc,18.0
76403,3,Catalonia,Sparkling Blend,15.0
76404,4,California,Syrah,44.0
76405,2,Southwest France,Red Blend,13.0
76406,2,California,Sauvignon Blanc,20.0
76407,2,Levante,Tempranillo,9.0
76408,2,California,Pinot Noir,25.0
76409,1,California,Red Blend,12.0
76410,4,California,Cabernet Sauvignon,45.0
76411,4,California,Bordeaux-style Red Blend,100.0
76412,3,Washington,Syrah,26.0
76413,2,Virginia,Merlot,15.0
76414,2,New York,Cabernet Sauvignon,19.0
76415,2,Bordeaux,Bordeaux-style Red Blend,13.0
76416,2,Southwest France,Segalin,10.0
76417,2,California,Merlot,50.0
76418,2,Virginia,White Blend,20.0
76419,2,Douro,Red Blend,46.0
76420,2,California,Chardonnay,14.0
76421,3,Veneto,"Corvina, Rondinella, Molinara",25.0
76422,2,Bordeaux,Bordeaux-style Red Blend,20.0
76423,3,California,Petite Sirah,28.0
76424,2,Mendoza Province,Malbec,21.0
76425,3,California,Chardonnay,24.0
76426,3,Baden,Pinot Noir,37.0
76427,1,California,Cabernet Sauvignon,10.0
76429,3,Tuscany,Red Blend,20.0
76430,2,Catalonia,Sparkling Blend,27.0
76431,3,Tuscany,Sangiovese,65.0
76432,2,Bordeaux,Bordeaux-style Red Blend,16.0
76433,3,Tokaj,Tokaji,50.0
76434,4,California,Cabernet Sauvignon,85.0
76435,2,Burgundy,Chardonnay,28.0
76436,4,Champagne,Champagne Blend,90.0
76437,2,Veneto,Garganega,19.0
76438,2,Coastal Region,Sauvignon Blanc,18.0
76440,2,California,Red Blend,12.0
76441,2,California,Cabernet Sauvignon,18.0
76442,3,Virginia,Chardonnay,22.0
76443,3,Wagram-Donauland,Riesling,21.0
76444,3,California,Red Blend,45.0
76445,2,Bordeaux,Bordeaux-style Red Blend,39.0
76446,2,Washington,Red Blend,50.0
76449,2,California,Zinfandel,22.0
76450,2,Marlborough,Sauvignon Blanc,17.0
76451,2,Mendoza Province,Malbec,10.0
76452,3,Beaujolais,Gamay,20.0
76453,4,Rheinhessen,Riesling,66.0
76454,3,Central Italy,Verdicchio,28.0
76455,3,Oregon,Pinot Noir,60.0
76456,2,Washington,Sauvignon Blanc,13.0
76457,2,California,Barbera,22.0
76458,2,New York,Riesling,14.0
76459,2,Veneto,Prosecco,13.0
76460,3,Central Spain,Red Blend,17.0
76461,2,Tuscany,Sangiovese,23.0
76462,2,Oregon,Pinot Gris,19.0
76463,2,California,Pinot Noir,32.0
76465,3,Paarl,Cabernet Sauvignon,45.0
76466,4,Tuscany,Sangiovese,65.0
76467,2,Bordeaux,Bordeaux-style Red Blend,20.0
76468,3,California,Chardonnay,48.0
76469,4,Champagne,Champagne Blend,74.0
76470,2,Northern Spain,Tempranillo,19.0
76471,1,Hawke's Bay,Chardonnay,10.0
76472,3,Champagne,Chardonnay,41.0
76473,3,Beaujolais,Gamay,28.0
76475,3,Burgundy,Chardonnay,46.0
76477,3,Piedmont,Barbera,45.0
76478,1,Central Spain,Tempranillo,10.0
76479,3,California,Aglianico,25.0
76480,2,Western Australia,Sauvignon Blanc-Semillon,13.0
76481,3,California,Pinot Noir,50.0
76482,1,California,Red Blend,15.0
76483,3,Washington,Red Blend,75.0
76484,2,Mendoza Province,Red Blend,53.0
76485,3,South Australia,Shiraz-Cabernet Sauvignon,13.0
76486,2,California,Cabernet Sauvignon,80.0
76488,3,New York,Riesling,17.0
76489,3,Alentejano,Portuguese Red,10.0
76490,3,Central Otago,Chardonnay,17.0
76491,2,California,Pinot Noir,17.0
76492,4,Weinviertel,Grüner Veltliner,29.0
76493,2,Mendoza Province,Torrontés,10.0
76494,3,Rhône Valley,Rhône-style Red Blend,15.0
76495,2,Oregon,Pinot Noir,42.0
76496,3,Kremstal,Grüner Veltliner,26.0
76497,2,Sicily & Sardinia,Chardonnay,29.0
76498,3,Douro,Portuguese White,30.0
76499,4,California,Pinot Noir,65.0
76500,4,Northern Spain,Tempranillo,23.0
76501,3,Tuscany,Red Blend,20.0
76502,3,Northeastern Italy,Friulano,18.0
76503,2,California,Pinot Meunier,60.0
76504,3,California,Cabernet Franc,65.0
76505,3,Northeastern Italy,Chardonnay,33.0
76506,4,California,Cabernet Sauvignon,50.0
76507,4,Bordeaux,Bordeaux-style Red Blend,75.0
76508,4,California,Cabernet Sauvignon,48.0
76509,2,Douro,Portuguese Red,9.0
76510,3,Northern Spain,Garnacha,17.0
76511,2,South Australia,Pinot Noir,20.0
76512,3,Andalucia,Sherry,42.0
76513,3,Kremstal,Riesling,26.0
76514,2,Washington,Merlot,24.0
76515,3,Veneto,Glera,30.0
76516,4,California,Cabernet Sauvignon,60.0
76517,3,Mendoza Province,Malbec,32.0
76518,4,Douro,Portuguese Red,50.0
76519,2,Tuscany,Sangiovese,9.0
76520,3,Mosel-Saar-Ruwer,Riesling,19.0
76521,3,Languedoc-Roussillon,Red Blend,24.0
76522,3,Loire Valley,Sauvignon Blanc,29.0
76523,4,California,Chardonnay,42.0
76524,2,Tuscany,Syrah,85.0
76525,4,California,Chardonnay,42.0
76526,2,California,Viognier,19.0
76527,4,Mosel,Riesling,175.0
76528,3,Mosel-Saar-Ruwer,Riesling,22.0
76529,2,Washington,Chardonnay,24.0
76530,2,Catalonia,Sparkling Blend,16.0
76531,3,Rhône Valley,Roussanne,19.0
76532,1,California,Rosé,20.0
76534,2,Sicily & Sardinia,Bovale,45.0
76535,1,California,Malbec,12.0
76536,2,Sicily & Sardinia,Nero d'Avola,13.0
76537,3,Washington,Red Blend,20.0
76538,2,California,Merlot,20.0
76539,3,Douro,Portuguese Red,20.0
76540,3,Tuscany,Prugnolo Gentile,40.0
76541,2,California,Red Blend,65.0
76542,3,Northern Spain,Tinta de Toro,20.0
76543,3,Northern Spain,Tempranillo Blend,17.0
76544,3,Tuscany,Prugnolo Gentile,24.0
76545,2,Rhône Valley,Rhône-style White Blend,35.0
76546,5,Tuscany,Red Blend,275.0
76547,3,Constantia,Bordeaux-style Red Blend,38.0
76548,2,California,Pinot Noir,30.0
76549,2,New Mexico,Dolcetto,35.0
76550,2,California,Chardonnay,29.0
76551,2,Bordeaux,Bordeaux-style Red Blend,13.0
76553,3,California,Cabernet Sauvignon,75.0
76554,4,California,Pinot Noir,55.0
76555,2,Other,Malbec,15.0
76556,3,Mendoza Province,Malbec,15.0
76557,4,California,Pinot Noir,55.0
76558,2,Mendoza Province,Red Blend,25.0
76559,3,California,Cabernet Sauvignon,30.0
76560,2,California,Cabernet Franc,51.0
76561,2,California,Merlot,25.0
76562,2,Western Cape,Sauvignon Blanc,10.0
76563,2,Other,Cabernet Sauvignon,15.0
76564,1,California,Cabernet Sauvignon,40.0
76565,1,Colchagua Valley,Cabernet Sauvignon,13.0
76566,2,Colchagua Valley,Red Blend,16.0
76567,2,Maipo Valley,Cabernet Sauvignon,15.0
76568,1,Northern Spain,Garnacha-Syrah,8.0
76569,2,California,Zinfandel,18.0
76570,2,California,Chardonnay,22.0
76571,2,California,Merlot,10.0
76572,2,California,Red Blend,25.0
76573,3,Traisental,Riesling,17.0
76574,4,California,Cabernet Sauvignon,75.0
76575,2,Mendoza Province,Torrontés,11.0
76576,2,Central Italy,White Blend,11.0
76577,5,California,Cabernet Sauvignon,135.0
76578,3,Tuscany,Sangiovese Grosso,67.0
76579,3,Washington,Merlot,25.0
76580,1,California,Petite Sirah,24.0
76581,4,California,Cabernet Sauvignon,110.0
76582,4,Alsace,Gewürztraminer,120.0
76583,3,Tuscany,Red Blend,38.0
76584,3,California,Chardonnay,23.0
76585,4,Washington,Malbec,32.0
76586,2,California,Zinfandel,45.0
76587,4,Burgundy,Pinot Noir,141.0
76588,3,California,Zinfandel,19.0
76590,1,Northern Spain,Tempranillo,12.0
76591,3,Washington,Red Blend,45.0
76592,2,Alentejano,Portuguese White,10.0
76593,3,Douro,Portuguese Red,15.0
76594,1,Rapel Valley,Rosé,10.0
76598,3,Burgundy,Chardonnay,56.0
76599,2,Veneto,"Corvina, Rondinella, Molinara",22.0
76600,3,California,Pinot Noir,34.0
76601,4,Tuscany,Red Blend,23.0
76602,2,Central Italy,Sangiovese,30.0
76603,2,Arizona,Chenin Blanc,21.0
76604,3,Northeastern Italy,White Blend,49.0
76605,4,Loire Valley,Sauvignon Blanc,99.0
76606,2,California,Merlot,20.0
76607,3,Mendoza Province,Malbec,20.0
76608,3,California,Sauvignon Blanc,18.0
76609,3,Oregon,Pinot Noir,49.0
76610,3,Loire Valley,Sauvignon Blanc,30.0
76611,2,Mendoza Province,Cabernet Sauvignon,14.0
76612,3,South Australia,Shiraz,45.0
76613,2,Sicily & Sardinia,Nero d'Avola,11.0
76614,3,New York,Gewürztraminer,13.0
76615,3,California,Chardonnay,23.0
76616,3,Oregon,Chardonnay,18.0
76618,3,Alentejano,Aragonez,24.0
76619,2,Alsace,Pinot Blanc,22.0
76620,2,Bordeaux,Bordeaux-style Red Blend,13.0
76622,3,California,Cabernet Sauvignon,45.0
76623,3,California,Chardonnay,20.0
76624,2,California,Riesling,10.0
76625,3,Northern Spain,Tempranillo,35.0
76626,4,South Australia,Riesling,30.0
76627,3,Tuscany,Sangiovese,55.0
76628,4,California,Syrah,20.0
76629,4,Northeastern Italy,Pinot Noir,50.0
76630,3,Victoria,Cabernet Sauvignon,22.0
76631,2,California,Red Blend,16.0
76632,2,Languedoc-Roussillon,Chardonnay,13.0
76633,2,Burgenland,Red Blend,36.0
76634,3,California,Red Blend,35.0
76635,2,Sicily & Sardinia,Vermentino,14.0
76636,2,California,Red Blend,28.0
76637,2,Northern Spain,Tempranillo,11.0
76638,3,Simonsberg-Stellenbosch,Sauvignon Blanc,19.0
76639,4,Washington,Cabernet Sauvignon,42.0
76640,3,Marlborough,Sauvignon Blanc,18.0
76641,2,Martinborough,Sauvignon Blanc,25.0
76642,2,South Australia,Shiraz,40.0
76643,3,California,Riesling,25.0
76644,3,Washington,Syrah,35.0
76645,2,Rapel Valley,Merlot,9.0
76646,3,Veneto,"Corvina, Rondinella, Molinara",44.0
76647,2,Colchagua Valley,Carmenère,12.0
76648,3,Pfalz,Riesling,18.0
76649,2,South Australia,Shiraz,10.0
76650,4,California,Petite Sirah,35.0
76651,3,Tuscany,Sangiovese,20.0
76652,2,New York,Cabernet Sauvignon,20.0
76653,2,California,Cabernet Sauvignon,70.0
76654,3,Washington,Petite Sirah,20.0
76655,4,Tuscany,Sangiovese,40.0
76656,2,South Australia,Riesling,13.0
76658,3,California,Cabernet Franc,19.0
76659,3,California,Chardonnay,38.0
76660,2,California,Pinot Noir,33.0
76661,3,Mosel,Riesling,83.0
76662,3,Bordeaux,Bordeaux-style Red Blend,12.0
76663,3,Northern Spain,White Blend,26.0
76664,1,California,Cabernet Sauvignon,25.0
76665,3,California,Cabernet Franc,24.0
76666,4,California,Bordeaux-style Red Blend,75.0
76667,2,California,Syrah,12.0
76668,3,California,Pinot Noir,54.0
76669,3,Northern Spain,Tempranillo Blend,13.0
76670,2,Oregon,Pinot Gris,14.0
76671,2,California,Red Blend,18.0
76672,4,California,Pinot Noir,36.0
76673,3,Sicily & Sardinia,Catarratto,30.0
76675,3,Kakheti,Rkatsiteli,25.0
76676,3,British Columbia,Pinot Noir,20.0
76677,2,Levante,Red Blend,12.0
76679,3,California,Chardonnay,14.0
76680,3,Sicily & Sardinia,White Blend,13.0
76681,1,California,Cabernet Sauvignon,27.0
76682,2,California,Syrah,40.0
76683,4,California,Cabernet Sauvignon,110.0
76684,2,California,Barbera,32.0
76685,2,California,Merlot,14.0
76686,3,Port,Port,26.0
76687,3,Oregon,Pinot Noir,35.0
76688,5,California,Chardonnay,65.0
76689,2,California,Cabernet Sauvignon,75.0
76690,3,California,Chardonnay,24.0
76691,2,Languedoc-Roussillon,Syrah-Grenache,10.0
76692,3,Northern Spain,Tempranillo,29.0
76693,3,California,Pinot Noir,30.0
76695,3,Washington,Mourvèdre,28.0
76696,2,California,Chardonnay,14.0
76697,2,Sicily & Sardinia,Grillo,12.0
76698,4,Oregon,Pinot Noir,68.0
76699,2,California,Barbera,26.0
76700,2,California,Syrah,16.0
76702,3,Bordeaux,Bordeaux-style Red Blend,18.0
76703,3,California,Sauvignon Blanc,25.0
76704,2,California,Syrah,15.0
76706,3,Washington,Bordeaux-style Red Blend,29.0
76707,3,Piedmont,Nebbiolo,75.0
76708,3,Veneto,"Corvina, Rondinella, Molinara",16.0
76709,4,California,Cabernet Sauvignon,125.0
76710,1,California,Chardonnay,13.0
76711,1,Other,Chardonnay,8.0
76712,3,California,Cabernet Blend,35.0
76713,3,California,Cabernet Sauvignon,110.0
76714,3,Northern Spain,Tempranillo,47.0
76715,3,Washington,Red Blend,50.0
76716,2,New York,Chardonnay,15.0
76717,2,California,Chardonnay,25.0
76718,2,California,Rhône-style Red Blend,35.0
76719,2,Vinho Verde,Loureiro,14.0
76720,2,Mosel,Elbling,16.0
76721,2,Constantia,Sauvignon Blanc,20.0
76722,2,California,Syrah,16.0
76723,2,Western Australia,Cabernet Sauvignon-Shiraz,10.0
76724,3,Mendoza Province,Chardonnay,12.0
76725,3,Provence,Rosé,15.0
76726,3,Rhône Valley,Syrah,47.0
76727,3,Bairrada,Portuguese Red,10.0
76728,3,Northern Spain,Verdejo,13.0
76729,3,South Australia,Cabernet Sauvignon,32.0
76730,2,Catalonia,Syrah-Grenache,12.0
76731,2,Casablanca Valley,Sauvignon Blanc,14.0
76732,3,California,Syrah,30.0
76733,3,California,Pinot Noir,45.0
76734,3,Bordeaux,Rosé,11.0
76735,2,Northern Spain,Tempranillo,23.0
76736,4,California,Chardonnay,20.0
76738,4,Burgenland,Austrian Red Blend,46.0
76741,3,Rhône Valley,Rosé,12.0
76742,3,California,Merlot,18.0
76743,2,California,Pinot Noir,48.0
76744,2,Veneto,Prosecco,19.0
76745,4,California,Chardonnay,20.0
76746,3,California,Gewürztraminer,9.0
76747,4,Tuscany,Sangiovese Grosso,90.0
76748,4,Burgenland,Bordeaux-style Red Blend,30.0
76749,2,Douro,Portuguese Red,20.0
76750,3,California,Petite Sirah,24.0
76751,4,Paarl,Bordeaux-style Red Blend,70.0
76752,2,Southwest France,Red Blend,12.0
76753,2,Other,Cabernet Sauvignon,12.0
76754,1,Central Spain,Viura,8.0
76755,2,Mendoza Province,Chardonnay,10.0
76756,3,California,Bordeaux-style Red Blend,40.0
76757,2,Limarí Valley,Sauvignon Blanc,11.0
76758,2,South Australia,Shiraz,17.0
76759,3,California,Merlot,40.0
76761,2,Peloponnese,Chardonnay,15.0
76762,2,Sicily & Sardinia,Nero d'Avola,19.0
76763,3,Oregon,Pinot Noir,57.0
76764,2,California,Pinot Noir,30.0
76765,2,Washington,Merlot,10.0
76766,2,California,Chardonnay,20.0
76768,2,New York,Cabernet Franc,18.0
76769,1,Loire Valley,Pinot Noir,18.0
76770,3,Washington,Red Blend,16.0
76771,3,California,Chardonnay,14.0
76772,2,California,G-S-M,12.0
76773,4,California,Pinot Noir,48.0
76775,3,Northeastern Italy,White Blend,39.0
76776,5,California,Pinot Noir,45.0
76777,3,Burgundy,Chardonnay,55.0
76778,2,Oregon,Pinot Noir,60.0
76780,3,Mendoza Province,Malbec,47.0
76781,4,Port,Port,100.0
76782,3,Northern Spain,Tempranillo,39.0
76783,2,California,Cabernet Sauvignon,39.0
76784,4,Wachau,Riesling,80.0
76785,3,Rhône Valley,Rhône-style White Blend,175.0
76786,2,Douro,Portuguese Red,40.0
76787,3,Northern Spain,Tempranillo,19.0
76788,3,Washington,Bordeaux-style Red Blend,55.0
76789,2,California,Cabernet Sauvignon,35.0
76790,3,Australia Other,Shiraz,13.0
76791,3,Washington,Syrah,28.0
76792,4,California,Sparkling Blend,50.0
76793,3,Mosel,Riesling,20.0
76794,2,California,Viognier,18.0
76795,3,Burgundy,Pinot Noir,75.0
76796,2,Alsace,Riesling,15.0
76797,5,Mendoza Province,Malbec,123.0
76798,3,Other,Malbec,15.0
76799,3,Central Otago,Pinot Gris,20.0
76800,2,New York,Riesling,15.0
76801,2,California,Pinot Noir,28.0
76803,1,Central Spain,Viura,10.0
76804,2,Tuscany,Rosé,15.0
76805,2,California,Zinfandel,29.0
76806,2,Virginia,Chardonnay,20.0
76807,1,Cyclades,Aidani,27.0
76809,3,Lontué Valley,Malbec,18.0
76810,3,Sicily & Sardinia,Nerello Mascalese,45.0
76811,2,Veneto,"Corvina, Rondinella, Molinara",16.0
76813,2,Northern Spain,Tempranillo Blend,18.0
76814,4,California,Rhône-style Red Blend,34.0
76815,4,Tuscany,Sangiovese,27.0
76816,2,California,Cabernet Sauvignon,17.0
76817,3,Washington,Bordeaux-style Red Blend,30.0
76818,2,Marlborough,Pinot Gris,15.0
76819,3,Loire Valley,Chenin Blanc,18.0
76820,2,Northern Spain,Tempranillo,18.0
76821,4,Rhône Valley,Syrah,80.0
76825,4,Piedmont,Nebbiolo,94.0
76826,2,Alsace,Riesling,19.0
76827,3,South Australia,Shiraz,15.0
76828,1,France Other,Sparkling Blend,12.0
76829,2,Washington,Cabernet Sauvignon,35.0
76831,2,Veneto,Vespaiolo,10.0
76832,2,Oregon,Viognier,25.0
76833,2,Northern Spain,Tinta de Toro,12.0
76834,4,California,Cabernet Blend,80.0
76835,3,Oregon,Pinot Noir,50.0
76836,2,California,Chardonnay,15.0
76837,2,California,Zinfandel,12.0
76838,1,Mendoza Province,Cabernet Sauvignon,20.0
76839,2,Mendoza Province,Petit Verdot,35.0
76841,1,Casablanca Valley,Pinot Noir,22.0
76842,3,Southern Italy,Fiano,28.0
76843,4,California,Sauvignon Blanc,38.0
76844,2,Pirque,Chardonnay,16.0
76845,3,California,Zinfandel,35.0
76846,3,California,Zinfandel,36.0
76847,4,California,Black Monukka,25.0
76848,3,Central Valley,Cabernet Sauvignon,11.0
76849,4,California,Pinot Noir,38.0
76850,3,Rhône Valley,Syrah,85.0
76851,3,California,Cabernet Sauvignon,40.0
76852,1,New York,Chardonnay,23.0
76853,3,Tuscany,Syrah,40.0
76854,2,Washington,Bordeaux-style Red Blend,45.0
76855,2,Tejo,Fernão Pires,20.0
76856,2,Chile,Chardonnay,13.0
76857,2,Loire Valley,Cabernet Franc,16.0
76858,4,California,Rhône-style Red Blend,65.0
76859,2,Marlborough,Sauvignon Blanc,12.0
76860,3,Washington,Bordeaux-style Red Blend,27.0
76861,3,Tuscany,Vernaccia,30.0
76862,4,Tuscany,Red Blend,85.0
76863,4,Washington,Syrah,52.0
76864,2,Central Italy,Lambrusco,18.0
76867,2,California,Chardonnay,15.0
76868,2,Western Australia,Pinot Noir,15.0
76869,2,Northeastern Italy,Merlot,12.0
76870,1,California,Sauvignon Blanc,12.0
76871,2,Other,Red Blend,47.0
76872,3,Burgundy,Sparkling Blend,60.0
76873,2,Piedmont,Moscato,8.0
76874,1,California,Syrah,18.0
76875,2,California,Red Blend,18.0
76876,3,California,Pinot Noir,48.0
76877,4,California,Pinot Noir,95.0
76878,2,Valle de Guadalupe,Red Blend,35.0
76879,2,Burgenland,Red Blend,24.0
76880,2,Northern Spain,White Blend,10.0
76881,1,Mendoza Province,Malbec,14.0
76882,2,Western Cape,Sauvignon Blanc,8.0
76883,3,California,Pinot Noir,18.0
76884,2,Washington,Cabernet Sauvignon,18.0
76885,3,California,Cabernet Sauvignon,50.0
76886,3,Tuscany,Red Blend,18.0
76887,3,California,Pinot Noir,36.0
76888,2,Northern Spain,Tempranillo,10.0
76889,2,Lisboa,Alvarinho,15.0
76891,3,California,Cabernet Sauvignon,40.0
76892,3,Oregon,Pinot Noir,60.0
76893,2,California,Cabernet Sauvignon,61.0
76894,2,California,Chardonnay,15.0
76895,2,Mendoza Province,Torrontés,10.0
76896,2,California,Pinot Noir,48.0
76897,2,Levante,Red Blend,42.0
76898,4,Burgundy,Chardonnay,99.0
76899,3,Greece,Red Blend,43.0
76900,2,Washington,Pinot Grigio,9.0
76901,4,Oregon,Gewürztraminer,16.0
76902,3,Sicily & Sardinia,Red Blend,60.0
76903,2,California,Syrah,36.0
76904,3,Baden,Weissburgunder,24.0
76905,2,Rapel Valley,Cabernet Sauvignon,10.0
76907,2,Virginia,Viognier,21.0
76908,3,California,Pinot Noir,35.0
76909,3,Veneto,"Corvina, Rondinella, Molinara",60.0
76910,4,Oregon,Pinot Noir,45.0
76911,2,Alsace,Gewürztraminer,21.0
76913,3,Tuscany,Red Blend,60.0
76914,4,California,White Blend,25.0
76915,4,California,Sparkling Blend,28.0
76917,2,Southwest France,Rosé,15.0
76918,3,Languedoc-Roussillon,Chardonnay,20.0
76919,1,California,Zinfandel,18.0
76921,4,California,Sparkling Blend,30.0
76922,4,California,Syrah,35.0
76923,2,California,Sauvignon Blanc,14.0
76924,3,California,Syrah,49.0
76925,2,Languedoc-Roussillon,Pinot Noir,13.0
76926,1,Oregon,Pinot Noir,30.0
76927,3,Washington,Merlot,50.0
76930,3,Piedmont,Barbera,20.0
76931,2,Central Valley,Merlot,12.0
76933,3,Washington,Viognier,18.0
76934,3,California,Grenache,38.0
76935,3,Marlborough,Riesling,18.0
76936,4,Eisenberg,Blaufränkisch,20.0
76937,3,California,Red Blend,40.0
76938,2,Victoria,Shiraz,28.0
76939,4,California,Bordeaux-style Red Blend,125.0
76941,1,New York,Bordeaux-style Red Blend,25.0
76942,4,California,Chardonnay,28.0
76943,4,Tuscany,White Blend,85.0
76944,3,California,Pinot Noir,35.0
76945,3,California,Rhône-style White Blend,32.0
76946,3,Nahe,Riesling,28.0
76947,3,Estremadura,Red Blend,11.0
76948,3,Colchagua Valley,Red Blend,70.0
76949,1,New York,Chardonnay,13.0
76950,3,California,Chardonnay,30.0
76951,3,Languedoc-Roussillon,Rhône-style Red Blend,21.0
76952,3,Rhône Valley,Rosé,25.0
76953,4,Oregon,Chardonnay,65.0
76954,2,Tuscany,Sangiovese,14.0
76955,3,Thermenregion,St. Laurent,90.0
76956,2,California,Rosé,18.0
76957,2,Oregon,Pinot Gris,13.0
76959,2,Piedmont,Barbera,22.0
76960,2,Rhône Valley,Rhône-style Red Blend,20.0
76961,2,Mendoza Province,Malbec,11.0
76962,3,Burgundy,Chardonnay,32.0
76963,3,Washington,Syrah,35.0
76964,3,Washington,Chardonnay,28.0
76965,4,Bordeaux,Bordeaux-style Red Blend,90.0
76966,4,California,Pinot Noir,38.0
76967,2,Portuguese Table Wine,Portuguese Red,5.0
76969,1,Washington,Merlot,38.0
76970,3,Alsace,Pinot Blanc,24.0
76972,2,California,Merlot,20.0
76973,3,Southern Italy,Aglianico,32.0
76974,2,Mendoza Province,Merlot,10.0
76975,3,Bordeaux,Bordeaux-style Red Blend,35.0
76976,2,Central Italy,Red Blend,18.0
76978,2,Northern Spain,Tempranillo,17.0
76979,3,Galilee,Pinot Noir,28.0
76980,4,Washington,Roussanne,32.0
76981,4,Burgundy,Chardonnay,106.0
76983,2,California,Petite Sirah,11.0
76984,3,California,Cabernet Sauvignon,40.0
76986,4,Veneto,"Corvina, Rondinella, Molinara",45.0
76987,1,New York,Cabernet Franc,18.0
76988,4,California,Red Blend,65.0
76989,3,Marlborough,Sauvignon Blanc,11.0
76990,1,Western Australia,Bordeaux-style Red Blend,20.0
76991,4,South Australia,Shiraz,50.0
76992,2,California,Merlot,20.0
76993,2,Rhône Valley,Marsanne,13.0
76994,2,California,Chardonnay,38.0
76996,3,Washington,Sangiovese,55.0
76997,2,South Australia,Chardonnay,11.0
76998,2,Maule Valley,Syrah-Cabernet,15.0
76999,2,Champagne,Chardonnay,46.0
77000,1,Mendoza Province,Cabernet Sauvignon-Malbec,12.0
