,points,province,variety,price
61073,3,California,Shiraz,56
61074,3,Tuscany,Sangiovese,35
61075,2,Tuscany,Red Blend,11
61077,3,California,Merlot,48
61082,4,Washington,Syrah,45
61083,3,Bordeaux,Bordeaux-style Red Blend,12
61086,3,California,Pinot Noir,28
61087,2,California,Zinfandel,15
61089,2,California,Cabernet Sauvignon,30
61090,2,Tuscany,Vernaccia,11
61096,1,Washington,Pinot Gris,12
61098,3,California,Bordeaux-style Red Blend,145
61105,3,Tuscany,Red Blend,25
61106,3,California,Chardonnay,40
61107,2,California,Chardonnay,45
61108,3,California,Cabernet Sauvignon,40
61110,1,Bordeaux,Bordeaux-style Red Blend,19
61117,4,California,Chardonnay,32
61119,3,California,Viognier,14
61121,2,California,Red Blend,28
61123,3,California,Syrah,50
61124,3,California,Pinot Noir,54
61127,3,California,Zinfandel,32
61135,4,Washington,Syrah,32
61136,3,California,Syrah,36
61137,2,Bordeaux,Bordeaux-style Red Blend,14
61139,3,California,Pinot Gris,30
61140,2,California,Syrah,12
61143,4,California,Red Blend,60
61144,2,California,Sauvignon Blanc,15
61146,3,Tuscany,Sangiovese Grosso,50
61149,2,California,Zinfandel,14
61150,2,California,Pinot Noir,28
61151,2,California,Pinot Noir,18
61152,4,California,Pinot Noir,45
61155,3,California,Pinot Noir,25
61156,2,California,Bordeaux-style Red Blend,17
61159,2,California,Syrah,22
61162,1,California,Cabernet Sauvignon,13
61171,3,Tuscany,Sangiovese,55
61172,3,California,Sauvignon Blanc,20
61173,4,California,Pinot Noir,54
61176,2,Bordeaux,Bordeaux-style Red Blend,17
61177,4,California,Lagrein,32
61181,3,California,Pinot Noir,75
61186,3,NorthernSpain,Chardonnay,20
61189,4,California,Cabernet Sauvignon,75
61190,5,Bordeaux,Bordeaux-style White Blend,50
61191,2,Washington,Chardonnay,12
61194,2,California,Zinfandel,24
61196,3,Tuscany,Red Blend,14
61198,2,California,Zinfandel,20
61201,3,California,Pinot Noir,65
61202,4,California,Sparkling Blend,55
61206,3,NorthernSpain,Tempranillo,59
61207,3,California,Chardonnay,22
61209,4,California,Chardonnay,45
61210,3,California,Chardonnay,36
61211,2,California,Pinot Noir,20
61213,3,California,Cabernet Sauvignon,40
61216,2,California,Pinot Noir,8
61217,2,Washington,Syrah,8
61219,3,California,Pinot Noir,60
61220,4,Bordeaux,Bordeaux-style Red Blend,30
61226,3,California,Riesling,22
61227,2,Washington,Counoise,30
61230,3,California,Red Blend,42
61234,2,California,Sangiovese,10
61235,3,California,Pinot Noir,36
61239,2,Washington,Carmenère,35
61240,2,California,Sangiovese,18
61244,1,Washington,Cabernet Sauvignon,25
61246,2,California,Cabernet Sauvignon,100
61247,2,NorthernSpain,Viura,10
61249,2,California,Cabernet Sauvignon,18
61263,3,Tuscany,Red Blend,34
61266,2,NorthernSpain,Tempranillo Blend,29
61268,4,California,Chardonnay,25
61271,2,NorthernSpain,Tempranillo,14
61274,2,Bordeaux,Bordeaux-style Red Blend,16
61275,2,California,Malbec,30
61281,3,California,Sauvignon Blanc,15
61282,3,Washington,Viognier,20
61283,3,NorthernSpain,Tempranillo,25
61284,2,California,Cabernet Sauvignon-Syrah,15
61285,2,Washington,Sangiovese,17
61288,3,California,Chardonnay,25
61292,1,California,Sangiovese,21
61296,2,Bordeaux,Bordeaux-style White Blend,12
61299,1,California,Merlot,10
61302,2,California,Petite Sirah,25
61306,3,California,Chardonnay,45
61308,3,California,Cabernet Sauvignon,75
61309,3,Washington,Red Blend,42
61311,2,California,Merlot,38
61313,2,California,Pinot Noir,32
61315,3,Tuscany,Syrah,40
61316,4,Tuscany,Sangiovese,56
61318,1,California,Chardonnay,28
61319,2,California,Syrah,34
61320,3,California,Zinfandel,30
61321,3,California,Riesling,20
61325,3,Washington,Red Blend,33
61326,2,California,Zinfandel,26
61327,3,Washington,Syrah,30
61329,2,California,Zinfandel,22
61336,2,Tuscany,White Blend,11
61337,1,California,Pinot Noir,34
61338,2,NorthernSpain,Tempranillo,7
61341,3,California,Pinot Noir,46
61342,3,California,Pinot Noir,19
61344,1,California,Sangiovese,24
61345,2,California,Orange Muscat,15
61346,3,Washington,Barbera,25
61347,4,California,Sparkling Blend,29
61348,4,Washington,Bordeaux-style Red Blend,55
61349,2,California,Zinfandel,8
61350,4,California,Cabernet Sauvignon,80
61351,1,California,Zinfandel,44
61353,4,California,Sauvignon Blanc,21
61357,3,Tuscany,Sangiovese,24
61358,3,California,Bordeaux-style Red Blend,56
61360,3,Bordeaux,Bordeaux-style White Blend,12
61363,2,California,Pinot Noir,42
61365,2,California,Cabernet Sauvignon,20
61367,3,California,Pinot Noir,30
61368,4,California,Cabernet Sauvignon,110
61369,3,NorthernSpain,Verdejo,15
61370,3,California,Red Blend,20
61373,4,Tuscany,Red Blend,79
61374,2,California,Zinfandel,11
61375,3,California,Pinot Gris,22
61376,1,California,Zinfandel,24
61378,2,California,Zinfandel,28
61382,4,Washington,Sémillon,20
61383,2,California,Bordeaux-style Red Blend,20
61386,2,California,Chardonnay,17
61390,2,NorthernSpain,Tempranillo Blend,12
61391,4,California,Pinot Noir,56
61395,2,Washington,Viognier,26
61396,4,California,Cabernet Sauvignon-Syrah,45
61398,3,California,Sauvignon Blanc,28
61399,4,California,Pinot Noir,56
61401,3,California,Viognier,24
61408,2,California,Bordeaux-style White Blend,25
61410,2,California,Rhône-style Red Blend,20
61412,4,California,Chardonnay,36
61413,2,California,Chardonnay,15
61414,2,Bordeaux,Bordeaux-style White Blend,13
61415,2,California,Merlot,8
61417,1,California,Sangiovese,15
61420,1,California,Merlot,10
61423,3,California,Cabernet Sauvignon,40
61424,3,Washington,Syrah,42
61425,2,California,Zinfandel,32
61427,1,California,Red Blend,10
61428,3,California,Zinfandel,32
61429,3,Tuscany,Red Blend,22
61432,1,California,Syrah,25
61433,2,NorthernSpain,Tempranillo,40
61435,1,California,Red Blend,36
61437,4,California,Red Blend,54
61439,2,California,Cabernet Sauvignon,60
61440,3,Bordeaux,Bordeaux-style Red Blend,25
61443,2,California,Pinot Noir,22
61446,3,Tuscany,Cabernet Franc,75
61451,3,California,Merlot,18
61452,2,California,Syrah,36
61453,2,California,Merlot,10
61456,2,California,Sauvignon Blanc,19
61457,2,Tuscany,Red Blend,14
61461,3,California,Chardonnay,20
61463,2,California,Zinfandel,24
61465,2,California,Pinot Grigio,10
61468,2,California,Petite Sirah,15
61471,2,California,Chardonnay,20
61476,4,Washington,Syrah,50
61477,2,California,Red Blend,80
61479,2,California,Cabernet Sauvignon,35
61481,4,California,Syrah,38
61485,4,Washington,Cabernet Sauvignon,25
61486,4,California,Chardonnay,28
61487,2,California,Pinot Noir,38
61488,2,California,Cabernet Sauvignon,29
61491,3,California,Rhône-style Red Blend,44
61497,4,California,Cabernet Sauvignon,130
61498,3,NorthernSpain,Godello,20
61500,3,California,Syrah,33
61504,2,Tuscany,Sangiovese,36
61508,2,California,Chardonnay,11
61510,2,California,Zinfandel,18
61511,3,Washington,Syrah,27
61514,2,California,Cabernet Sauvignon,48
61515,3,Tuscany,Sangiovese,18
61517,3,Tuscany,Sangiovese,40
61518,3,Washington,Malbec,28
61520,2,NorthernSpain,Tempranillo,17
61522,2,California,Cabernet Sauvignon,14
61523,4,Bordeaux,Bordeaux-style Red Blend,70
61527,2,Tuscany,Sangiovese Grosso,15
61528,4,Washington,Viognier,24
61531,2,NorthernSpain,Tempranillo Blend,28
61539,2,California,Chardonnay,32
61540,3,California,Sauvignon Blanc,25
61542,1,California,White Blend,26
61543,4,California,Syrah,45
61544,3,California,Chardonnay,30
61546,4,California,Chardonnay,65
61548,1,California,Zinfandel,35
61549,4,California,Semillon-Sauvignon Blanc,40
61551,3,California,Rhône-style White Blend,25
61552,3,California,Syrah,30
61553,3,California,Zinfandel,40
61560,1,Bordeaux,Bordeaux-style Red Blend,29
61561,2,California,Pinot Noir,28
61563,3,California,Gewürztraminer,20
61565,4,Washington,Bordeaux-style Red Blend,35
61566,1,California,Zinfandel,15
61568,2,California,Merlot,27
61569,1,California,Chardonnay,12
61574,3,California,Syrah,40
61575,2,Washington,Gewürztraminer,11
61580,2,California,Cabernet Franc,44
61585,2,California,Chardonnay,50
61589,3,California,Petite Sirah,50
61590,3,California,Carignane,25
61593,2,California,Chardonnay,30
61597,1,California,Pinot Grigio,10
61600,3,California,Syrah,45
61601,3,California,Cabernet Sauvignon,75
61602,2,California,Cabernet Sauvignon,20
61604,2,California,Merlot,16
61612,1,Washington,Cabernet Sauvignon,11
61613,4,Washington,Syrah,28
61614,2,California,Cabernet Sauvignon,17
61618,2,California,Petite Sirah,35
61619,2,California,Pinot Noir,35
61620,2,California,Sauvignon Blanc,12
61623,3,California,Pinot Noir,42
61625,2,California,Pinot Noir,11
61631,1,California,Chardonnay,12
61633,3,California,Chardonnay,25
61636,2,California,Cabernet Sauvignon,175
61642,4,California,Pinot Noir,62
61643,1,Washington,Cabernet Sauvignon,14
61647,3,California,Cabernet Sauvignon,120
61648,1,NorthernSpain,Viura,12
61652,4,California,Pinot Noir,50
61655,4,California,Syrah,20
61656,3,California,Roussanne,28
61658,2,California,Chardonnay,18
61661,2,California,Zinfandel,24
61668,3,California,Rosé,24
61669,2,California,Cabernet Sauvignon,20
61671,3,California,Zinfandel,25
61672,3,California,Marsanne,35
61684,3,Tuscany,Sangiovese,20
61685,1,California,Zinfandel,10
61687,3,Washington,Merlot,48
61690,2,California,Merlot,13
61692,4,California,Pinot Noir,54
61700,2,California,Pinot Noir,36
61703,2,California,Malbec,25
61704,2,California,Pinot Noir,15
61705,2,California,Syrah,24
61707,3,Tuscany,Sangiovese,50
61711,4,California,Cabernet Sauvignon,48
61712,3,California,Petit Verdot,24
61713,2,Tuscany,Sangiovese,13
61715,3,California,Merlot,32
61716,1,California,Cabernet Sauvignon,58
61719,3,Washington,Riesling,14
61722,3,Washington,Cabernet Franc,36
61723,3,Tuscany,Sangiovese,20
61724,3,California,Chenin Blanc-Viognier,12
61726,3,California,Syrah,20
61727,4,California,Pinot Noir,47
61728,4,California,Sauvignon Blanc,22
61733,2,NorthernSpain,Verdejo-Sauvignon Blanc,25
61736,4,Bordeaux,Bordeaux-style Red Blend,120
61737,2,NorthernSpain,Hondarrabi Zuri,20
61741,3,Tuscany,Sangiovese,64
61745,2,California,Cabernet Sauvignon,20
61746,3,California,Zinfandel,36
61748,2,NorthernSpain,Tempranillo Blend,14
61749,2,Tuscany,Sangiovese Grosso,60
61752,3,California,Pinot Noir,45
61754,3,Washington,Red Blend,35
61755,4,California,Bordeaux-style Red Blend,65
61756,3,California,Grenache Blanc,17
61758,2,California,Marsanne,18
61760,4,California,Cabernet Sauvignon,250
61761,1,California,Pinot Noir,15
61762,2,California,Sangiovese,32
61763,1,California,Cabernet Sauvignon,40
61766,3,Tuscany,Tempranillo,22
61768,3,California,Pinot Noir,50
61771,2,California,Pinot Noir,28
61774,3,Washington,White Blend,17
61776,1,Washington,Cabernet Franc,23
61777,2,Tuscany,Sangiovese,14
61778,1,California,Pinotage,32
61781,4,Washington,Red Blend,45
61782,2,California,Merlot,15
61784,2,California,Chenin Blanc,7
61785,3,Washington,Red Blend,28
61786,3,California,Pinot Noir,50
61787,3,Washington,Bordeaux-style Red Blend,50
61788,1,California,Petite Sirah,12
61791,1,NorthernSpain,Red Blend,30
61793,1,California,Zinfandel,20
61794,2,California,Cabernet Sauvignon,20
61798,4,California,Pinot Noir,44
61799,1,NorthernSpain,Tempranillo-Cabernet Sauvignon,11
61800,4,California,Pinot Noir,48
61804,2,California,Pinot Noir,65
61807,2,California,Pinot Noir,11
61808,3,California,Cabernet Sauvignon,20
61811,2,California,Petite Sirah,26
61812,2,California,Chardonnay,24
61817,2,Washington,Riesling,25
61818,2,California,Cabernet Sauvignon,50
61819,4,Washington,Red Blend,28
61823,4,Bordeaux,Bordeaux-style Red Blend,40
61826,2,California,Petite Sirah,19
61827,3,Washington,Bordeaux-style Red Blend,42
61831,3,California,Syrah,36
61833,2,NorthernSpain,Viura,9
61835,2,Washington,Red Blend,15
61836,3,Tuscany,Syrah,55
61837,3,California,Sauvignon Blanc,20
61838,4,California,Merlot,50
61839,3,California,Pinot Noir,35
61841,2,Washington,Riesling,13
61843,1,California,Chardonnay,12
61844,1,California,Red Blend,16
61847,2,California,Syrah,22
61850,1,California,Merlot,30
61854,2,Washington,Cabernet Sauvignon-Syrah,25
61855,1,Bordeaux,Bordeaux-style Red Blend,14
61856,3,California,Tempranillo,22
61857,3,Tuscany,Red Blend,45
61858,3,Washington,Red Blend,55
61859,4,California,Cabernet Sauvignon,60
61861,2,California,Pinot Noir,28
61863,4,California,Cabernet Sauvignon,48
61865,2,NorthernSpain,Tempranillo,15
61870,2,Bordeaux,Bordeaux-style Red Blend,22
61871,2,Bordeaux,Bordeaux-style Red Blend,19
61875,3,California,Pinot Noir,30
61876,2,California,Chardonnay,22
61878,3,Tuscany,Sangiovese Grosso,65
61879,3,California,Chardonnay,32
61885,4,Washington,Syrah,22
61887,4,California,Pinot Noir,35
61893,3,California,Red Blend,18
61898,3,California,Grenache,22
61903,2,Bordeaux,Bordeaux-style Red Blend,11
61904,2,California,Red Blend,15
61907,4,California,Chardonnay-Albariño,28
61908,2,California,Chardonnay,18
61909,3,Washington,Cabernet Sauvignon,16
61911,3,California,Sauvignon Blanc,13
61912,2,California,Cabernet Sauvignon,18
61913,2,California,Chardonnay,15
61922,2,California,Pinot Noir,12
61923,2,California,Chardonnay,20
61925,1,California,Merlot,75
61927,2,California,Cabernet Sauvignon,50
61928,2,Tuscany,Sangiovese,13
61929,3,Washington,Syrah,29
61933,4,California,Cabernet Sauvignon,125
61934,2,California,Chardonnay,22
61936,2,California,Cabernet Sauvignon,55
61939,3,California,Sangiovese,13
61944,1,Washington,Red Blend,35
61945,4,Tuscany,Prugnolo Gentile,32
61946,4,California,Pinot Noir,24
61948,3,California,Pinot Noir,24
61952,2,Washington,Touriga Nacional,20
61954,3,Washington,Bordeaux-style Red Blend,50
61955,2,California,Cabernet Blend,40
61956,3,California,Red Blend,59
61957,2,California,Pinot Noir,25
61958,2,California,Pinot Noir,16
61959,2,California,Shiraz,8
61960,4,California,Chardonnay,52
61964,2,California,Zinfandel,25
61968,2,California,Cabernet Sauvignon,15
61969,3,California,Pinot Noir,49
61970,4,California,Pinot Noir,43
61973,2,California,Chardonnay,11
61976,2,California,Merlot,65
61977,3,California,Viognier,24
61978,2,Bordeaux,Bordeaux-style Red Blend,17
61980,2,California,Pinot Grigio,18
61981,3,California,Cabernet Sauvignon,35
61982,2,Washington,Syrah,15
61985,2,California,Fumé Blanc,11
61988,2,California,Sauvignon Blanc,14
61990,4,California,Merlot,60
61991,3,Washington,Chardonnay,20
61992,2,California,Pinot Noir,30
61993,5,California,Cabernet Sauvignon,100
61994,4,Tuscany,Red Blend,80
61996,2,California,Zinfandel,18
61998,1,Washington,Pinot Noir,20
62001,2,California,Cabernet Sauvignon,65
62002,4,California,Cabernet Blend,65
62004,3,Washington,Cabernet Sauvignon,30
62005,4,Tuscany,Red Blend,40
62007,1,California,Syrah,18
62011,2,California,Pinot Noir,16
62012,1,NorthernSpain,Viura,8
62014,3,California,Petite Sirah,28
62015,2,Washington,Red Blend,20
62016,4,California,Chardonnay,27
62018,3,California,Cabernet Sauvignon,38
62023,2,California,Syrah,35
62025,3,California,Red Blend,80
62026,1,California,Cabernet Sauvignon,68
62028,3,California,Cabernet Sauvignon,15
62031,3,California,Red Blend,64
62033,3,Tuscany,Red Blend,25
62035,2,California,Syrah,36
62038,3,California,Syrah,60
62039,4,Washington,Chardonnay,44
62040,2,Bordeaux,Bordeaux-style White Blend,21
62044,1,California,Zinfandel,25
62049,3,California,Chardonnay,20
62050,2,California,Grenache,45
62051,3,Bordeaux,Bordeaux-style Red Blend,25
62052,3,California,Cabernet Sauvignon,72
62055,2,California,Zinfandel,25
62057,3,California,Syrah,20
62058,3,California,Chardonnay,29
62059,3,Bordeaux,Bordeaux-style Red Blend,25
62061,2,Washington,Cabernet Sauvignon,12
62062,3,California,Cabernet Sauvignon,98
62070,3,Tuscany,Sangiovese Grosso,33
62071,3,California,Cabernet Sauvignon,110
62073,2,Washington,Syrah,19
62075,1,Washington,Merlot-Cabernet,8
62076,2,Washington,Merlot,9
62077,4,California,Roussanne,25
62079,3,California,Chardonnay,38
62080,2,Washington,Cabernet Franc,12
62081,3,Washington,Cabernet Sauvignon,30
62082,3,California,Zinfandel,25
62083,2,Tuscany,Sangiovese,23
62084,3,California,Rhône-style White Blend,18
62086,4,California,Pinot Noir,105
62088,3,Washington,Red Blend,15
62094,2,California,Sauvignon Blanc,30
62095,3,California,Chardonnay,60
62096,3,California,Pinot Noir,26
62097,3,California,Zinfandel,16
62098,2,California,Zinfandel,14
62100,2,Washington,Bordeaux-style Red Blend,45
62104,2,California,Mataro,25
62107,2,California,Merlot,25
62108,3,California,Sauvignon Blanc,22
62111,3,California,Sparkling Blend,19
62113,2,California,Zinfandel,18
62114,3,California,Merlot,42
62115,1,California,Chardonnay,10
62117,2,California,Zinfandel,10
62118,1,NorthernSpain,Chardonnay,15
62119,3,Washington,Pinot Noir,30
62120,2,California,Cabernet Sauvignon,65
62121,4,Washington,Bordeaux-style Red Blend,40
62124,3,Tuscany,Pinot Nero,34
62127,2,California,Chardonnay,37
62130,1,California,Cabernet Sauvignon,12
62131,2,California,Sparkling Blend,13
62134,2,California,Zinfandel,10
62135,2,California,Chardonnay,25
62136,1,California,Sauvignon Blanc,13
62137,1,Washington,Red Blend,20
62139,1,California,Zinfandel,20
62142,2,Washington,Syrah,36
62144,3,Washington,Cabernet Sauvignon,30
62145,2,California,Cabernet Sauvignon,75
62146,4,Bordeaux,Bordeaux-style Red Blend,60
62147,3,Washington,Cabernet Sauvignon,30
62148,4,California,Pinot Noir,52
62151,3,California,Sauvignon Blanc,16
62152,5,Washington,Cabernet Sauvignon,58
62156,3,NorthernSpain,Tempranillo Blend,28
62157,4,California,Syrah,90
62161,4,Washington,Red Blend,38
62163,2,California,Pinot Noir,24
62165,3,California,Bordeaux-style Red Blend,25
62167,3,Washington,Syrah,27
62174,4,California,Cabernet Sauvignon,70
62175,2,California,Red Blend,18
62178,3,Washington,Red Blend,35
62180,4,California,Cabernet Sauvignon,250
62182,3,California,Cabernet Sauvignon,90
62184,3,California,Pinot Noir,36
62188,3,California,White Blend,16
62189,4,California,Cabernet Sauvignon,70
62193,2,Tuscany,Red Blend,30
62195,3,Tuscany,Sangiovese Grosso,27
62198,1,California,Chardonnay,9
62199,2,California,Pinot Noir,45
62200,3,California,Cabernet Sauvignon,36
62201,4,NorthernSpain,Tempranillo,54
62202,2,Tuscany,Red Blend,17
62204,3,California,Sauvignon Blanc,17
62205,3,California,Syrah,14
62207,2,California,Pinot Noir,19
62208,2,California,Zinfandel,40
62211,2,California,Sauvignon Blanc,26
62215,3,California,Chardonnay,75
62216,3,California,Pinot Noir,45
62217,2,California,Cabernet Sauvignon,42
62218,4,Washington,Zinfandel,30
62219,3,Tuscany,Sangiovese Grosso,45
62221,3,NorthernSpain,Tempranillo,70
62225,2,NorthernSpain,Rosé,10
62229,3,Washington,Syrah,48
62233,1,California,Chardonnay,21
62234,1,California,Zinfandel,6
62236,2,California,Chardonnay,24
62238,3,California,Riesling,14
62239,2,California,Sauvignon Blanc,32
62242,4,Tuscany,Sangiovese,13
62243,1,California,Syrah,25
62245,2,California,Cabernet Sauvignon,10
62246,3,NorthernSpain,Tempranillo,14
62247,3,California,Chardonnay,25
62250,2,California,Cabernet Sauvignon,10
62252,4,Washington,Red Blend,39
62254,4,California,Bordeaux-style Red Blend,76
62255,2,California,Chardonnay,14
62259,2,California,Zinfandel,45
62263,3,California,Zinfandel,32
62264,4,California,Zinfandel,24
62265,3,Washington,Barbera,24
62266,3,NorthernSpain,Verdejo,23
62271,3,Tuscany,Red Blend,45
62275,3,California,Pinot Grigio,25
62276,4,Washington,Syrah,30
62279,2,California,Pinot Noir,30
62280,2,California,Merlot,11
62282,1,NorthernSpain,Tempranillo Blend,14
62283,2,California,Cabernet Sauvignon,40
62284,2,Tuscany,Sangiovese,26
62288,3,Washington,Chardonnay,20
62289,2,California,Red Blend,35
62290,3,California,Sparkling Blend,20
62292,2,California,Sauvignon Blanc,26
62293,2,Bordeaux,Bordeaux-style Red Blend,28
62295,2,California,Red Blend,10
62300,3,California,Bordeaux-style Red Blend,38
62308,2,NorthernSpain,Tempranillo,10
62310,2,Bordeaux,Merlot,36
62313,3,Washington,Cabernet Sauvignon,52
62321,2,NorthernSpain,Tempranillo,12
62326,3,Washington,Grenache,29
62327,3,California,Zinfandel,38
62328,2,California,Bordeaux-style White Blend,25
62331,3,California,Sauvignon Blanc,24
62333,2,California,Pinot Noir,58
62335,2,California,Pinot Noir,48
62337,2,California,Sauvignon Blanc,13
62339,2,California,Pinot Noir,25
62341,2,Washington,Cabernet Sauvignon,35
62343,3,California,Syrah,35
62344,3,California,Rhône-style Red Blend,50
62346,2,California,Zinfandel,16
62347,5,California,Bordeaux-style Red Blend,120
62350,4,California,Bordeaux-style Red Blend,155
62351,3,California,Chardonnay,32
62354,4,California,Cabernet Sauvignon,60
62356,1,California,Zinfandel,14
62357,5,California,Pinot Noir,85
62358,1,California,Zinfandel,28
62364,3,Bordeaux,Bordeaux-style Red Blend,10
62369,1,California,Red Blend,12
62370,2,California,Merlot,25
62375,3,Washington,Viognier,20
62376,3,Tuscany,Sangiovese Grosso,15
62377,4,Washington,Merlot,28
62378,2,Washington,Johannisberg Riesling,8
62379,3,Tuscany,Sangiovese,28
62380,2,NorthernSpain,Tempranillo,15
62385,3,Bordeaux,Bordeaux-style Red Blend,29
62389,2,Washington,Merlot,22
62390,4,California,Moscato,22
62394,3,Washington,Syrah,27
62395,2,California,Merlot,10
62400,3,Bordeaux,Bordeaux-style Red Blend,45
62401,3,California,Zinfandel,20
62404,3,California,Pinot Noir,27
62406,3,California,Red Blend,30
62407,3,California,Cabernet Sauvignon,70
62410,3,NorthernSpain,Tempranillo Blend,37
62411,2,California,Cabernet Sauvignon,13
62413,2,California,Cabernet Sauvignon,20
62414,2,California,Sparkling Blend,16
62421,2,California,Chardonnay,25
62425,2,California,Syrah,20
62431,2,California,Chardonnay,45
62436,2,California,Zinfandel,38
62438,3,Tuscany,Red Blend,99
62442,3,California,Syrah,24
62443,3,Tuscany,Sangiovese,110
62444,3,Bordeaux,Bordeaux-style Red Blend,65
62446,2,California,Sauvignon Blanc,12
62447,4,California,Malbec,50
62448,2,Washington,Merlot,18
62450,1,California,Roussanne,22
62454,2,NorthernSpain,Red Blend,8
62459,1,California,Bordeaux-style Red Blend,35
62462,2,California,Zinfandel,40
62463,2,Washington,Zinfandel,30
62464,1,NorthernSpain,Tempranillo Blend,9
62466,3,California,White Blend,28
62468,4,California,Pinot Noir,46
62469,2,California,Sauvignon Blanc,10
62471,4,California,Syrah,36
62472,2,California,Red Blend,26
62473,2,California,White Blend,12
62474,3,Tuscany,Merlot,42
62476,4,California,Pinot Noir,56
62477,2,California,Zinfandel,24
62478,2,California,Chardonnay,42
62479,2,California,Cabernet Sauvignon,49
62484,4,California,Zinfandel,48
62486,4,California,Cabernet Sauvignon,90
62488,4,California,Cabernet Sauvignon,85
62489,2,Bordeaux,Bordeaux-style Red Blend,37
62490,2,California,Pinot Noir,32
62491,3,California,Chardonnay,20
62494,1,Washington,Syrah,25
62495,4,Bordeaux,Bordeaux-style Red Blend,100
62497,3,California,Cabernet Sauvignon,21
62500,2,NorthernSpain,Garnacha,13
62506,4,California,Pinot Noir,75
62509,4,California,Cabernet Sauvignon-Cabernet Franc,60
62511,3,Tuscany,Red Blend,38
62512,4,California,Zinfandel,30
62513,3,Washington,Cabernet Sauvignon,98
62519,1,California,Merlot,30
62521,3,Tuscany,Red Blend,55
62522,4,Washington,Red Blend,35
62524,2,Washington,Merlot,9
62526,4,California,Bordeaux-style Red Blend,125
62527,3,California,Pinot Noir,55
62531,1,California,Zinfandel,18
62532,2,NorthernSpain,Garnacha,14
62536,2,NorthernSpain,Tempranillo,21
62537,2,California,Pinot Noir,35
62539,4,California,Pinot Noir,42
62542,2,Bordeaux,Bordeaux-style Red Blend,10
62543,2,California,Merlot,38
62549,4,California,Pinot Noir,45
62550,1,California,Merlot,75
62552,3,California,Syrah,20
62553,3,California,Petite Sirah,38
62554,3,California,Chardonnay,26
62556,2,California,White Blend,19
62558,2,California,Cabernet Sauvignon,38
62561,4,Washington,Syrah,50
62562,3,Washington,Riesling,11
62567,3,California,Pinot Noir,38
62573,4,Tuscany,Red Blend,79
62581,2,Tuscany,Syrah,14
62582,1,California,Zinfandel,9
62583,2,California,Tempranillo,34
62584,4,California,Chardonnay,44
62585,3,California,Chardonnay,26
62586,4,California,Chardonnay,26
62589,4,California,Pinot Noir,40
62590,1,California,Cabernet Sauvignon,14
62593,1,NorthernSpain,Macabeo,10
62596,4,California,Zinfandel,33
62599,3,California,Cabernet Sauvignon,42
62601,2,NorthernSpain,Rosé,10
62602,2,NorthernSpain,Tempranillo,14
62604,3,California,Merlot,35
62606,2,California,Barbera,25
62610,3,California,Red Blend,35
62614,1,California,Marsanne-Roussanne,25
62615,2,California,Cabernet Sauvignon,22
62616,2,California,Pinot Noir,14
62617,2,Washington,Red Blend,45
62618,4,California,Cabernet Sauvignon,50
62623,2,California,Tempranillo,35
62626,4,California,Syrah,30
62627,3,California,Syrah,30
62628,3,California,Semillon-Sauvignon Blanc,22
62631,2,California,Pinot Grigio,10
62632,2,California,Sauvignon Blanc,11
62637,4,Washington,Merlot,30
62639,3,Tuscany,Red Blend,40
62642,2,NorthernSpain,Rosé,9
62645,3,California,Chardonnay,26
62646,3,California,Pinot Noir,40
62647,2,Bordeaux,Bordeaux-style Red Blend,30
62650,2,Bordeaux,Bordeaux-style Red Blend,22
62652,2,California,Cabernet Sauvignon,75
62655,2,California,Zinfandel,15
62656,4,Tuscany,Red Blend,80
62658,3,NorthernSpain,Tempranillo,36
62660,2,Tuscany,Alicante,24
62661,3,California,Sparkling Blend,14
62665,2,California,Merlot,33
62666,2,California,Bordeaux-style Red Blend,20
62667,3,NorthernSpain,Tempranillo,24
62669,3,California,Chardonnay,32
62672,3,California,Chardonnay,15
62674,2,Washington,Pinot Gris,15
62675,4,California,Bordeaux-style Red Blend,125
62677,3,Washington,Sauvignon Blanc,16
62681,4,California,Pinot Noir,40
62686,3,NorthernSpain,Garnacha,9
62693,2,California,Syrah,24
62694,2,California,Chardonnay,49
62698,2,Tuscany,Sangiovese,18
62699,3,Washington,Sémillon,18
62702,2,California,Chardonnay,33
62703,2,California,Pinot Noir,25
62705,4,California,Cabernet Sauvignon,75
62706,3,California,Rosé,24
62709,3,California,Pinot Noir,42
62710,3,Tuscany,Sangiovese Grosso,60
62713,4,California,Pinot Noir,40
62714,3,California,Viognier,25
62716,4,NorthernSpain,Red Blend,150
62717,4,Bordeaux,Bordeaux-style Red Blend,135
62718,3,California,Red Blend,75
62719,2,California,Syrah,22
62720,2,California,Syrah,15
62722,3,California,Zinfandel,35
62723,2,Bordeaux,Bordeaux-style Red Blend,10
62724,3,California,Pinot Grigio,15
62726,2,California,Red Blend,11
62727,4,California,Cabernet Sauvignon,75
62728,2,California,Merlot,20
62730,4,California,Cabernet Sauvignon,160
62732,3,Tuscany,Sangiovese Grosso,120
62733,2,Washington,Merlot,32
62735,3,Tuscany,Red Blend,17
62736,3,Washington,Merlot,35
62737,2,Tuscany,Sangiovese,16
62738,2,Washington,Tempranillo,28
62739,1,California,Petite Sirah,11
62740,3,Washington,Malbec,28
62742,2,California,Syrah,25
62743,3,California,Cabernet Franc,45
62745,3,California,Sauvignon Blanc,18
62747,2,California,Merlot,15
62748,3,Washington,Syrah,32
